,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
0,65c613dd2ce7cc3ec0772d0a,BRITANNIA,EQ,N,4978.05,4860.05,4875.55,4971.5,4967.0,4875.55,411953,2029489904.35,5386.05,4153.0,49968,INE216A01030,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:00:29.013Z,2024-02-09T12:00:29.013Z,0,,4926.51,09-Feb-2024,
1,65ca085d3d2c61c7ee71be41,BRITANNIA,EQ,N,4997.95,4940.75,4971.5,4970.2,4978.5,4971.5,158487,786761928.85,5386.05,4153.0,18873,INE216A01030,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:00:29.042Z,2024-02-12T12:00:29.042Z,0,,4964.2,12-Feb-2024,
2,65cb59dbc77ecab986d05457,BRITANNIA,EQ,N,5053.4,4940.2,4970.2,4981.6,4975.0,4970.2,262011,1313148361.2,5386.05,4153.0,33139,INE216A01030,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:00:27.226Z,2024-02-13T12:00:27.226Z,0,,5011.81,13-Feb-2024,
3,65ccab7eb3b7cee94bb06027,BRITANNIA,EQ,N,5025.0,4950.0,4967.55,5010.65,5010.0,4981.6,277479,1381182139.05,5386.05,4153.0,28357,INE216A01030,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:02.118Z,2024-02-14T12:01:02.118Z,0,,4977.61,14-Feb-2024,
4,65cdfcfe0b93c6793ba3e484,BRITANNIA,EQ,N,5043.35,4932.85,5010.95,4950.55,4945.0,5010.65,189625,940793792.3,5386.05,4153.0,34659,INE216A01030,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:02.499Z,2024-02-15T12:01:02.499Z,0,,4961.34,15-Feb-2024,
5,65cf4e7d61aab0774d35abac,BRITANNIA,EQ,N,4970.55,4894.75,4954.0,4913.7,4922.0,4950.55,352139,1732146088.75,5386.05,4153.0,31741,INE216A01030,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:01.841Z,2024-02-16T12:01:01.841Z,0,,4918.93,16-Feb-2024,
6,65d39092c64559bd8f40fbea,BRITANNIA,EQ,N,4948.55,4886.65,4919.95,4925.25,4930.25,4913.7,182521,896816638.6,5386.05,4153.0,20528,INE216A01030,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T17:32:02.389Z,2024-02-19T17:32:02.389Z,0,,4913.5,19-Feb-2024,
7,65d4945c64fbe6f723b147eb,BRITANNIA,EQ,N,4934.0,4879.1,4910.15,4921.15,4930.0,4925.25,129279,634222935.8,5386.05,4153.0,25308,INE216A01030,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:00:28.976Z,2024-02-20T12:00:28.976Z,0,,4905.85,20-Feb-2024,
8,65d5e5fef1fbe8e7f6d9c9bc,BRITANNIA,EQ,N,4988.3,4888.0,4934.75,4923.0,4914.95,4921.15,235932,1164780443.35,5386.05,4153.0,29772,INE216A01030,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:02.533Z,2024-02-21T12:01:02.533Z,0,,4936.93,21-Feb-2024,
9,65d7377e42995682861e4151,BRITANNIA,EQ,N,4968.0,4860.0,4924.95,4956.95,4957.0,4923.0,255308,1254566728.05,5386.05,4153.0,58131,INE216A01030,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:02.467Z,2024-02-22T12:01:02.467Z,0,,4913.93,22-Feb-2024,
