,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP
0,65c613dc2ce7cc3ec0772c2d,JIOFIN,EQ,N,276.3,258.4,264.4,273.0,274.0,262.8,51120889,13646113951.45,295.7,204.25,334750,INE758E01017,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:00:28.686Z,2024-02-09T12:00:28.686Z,0,,266.94,09-Feb-2024
1,65ca085c3d2c61c7ee71bd5f,JIOFIN,EQ,N,281.1,267.7,276.1,271.45,272.9,273.0,47043875,12907184606.55,295.7,204.25,327409,INE758E01017,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:00:28.822Z,2024-02-12T12:00:28.822Z,0,,274.36,12-Feb-2024
2,65cb59dac77ecab986d05379,JIOFIN,EQ,N,275.4,263.7,270.45,272.75,272.75,271.45,31220101,8374745910.75,295.7,204.25,249785,INE758E01017,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:00:26.973Z,2024-02-13T12:00:26.973Z,0,,268.25,13-Feb-2024
3,65ccab7db3b7cee94bb05f4a,JIOFIN,EQ,N,275.0,268.55,269.9,273.0,272.45,272.75,21374190,5816719006.65,295.7,204.25,173404,INE758E01017,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:01.894Z,2024-02-14T12:01:01.894Z,0,,272.14,14-Feb-2024
4,65cdfcfe0b93c6793ba3e3a7,JIOFIN,EQ,N,279.0,273.0,275.0,274.05,274.05,273.0,19477720,5365634914.75,295.7,204.25,146953,INE758E01017,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:02.213Z,2024-02-15T12:01:02.213Z,0,,275.48,15-Feb-2024
5,65cf4e7d61aab0774d35aad2,JIOFIN,EQ,N,276.75,271.0,275.3,271.9,271.3,274.05,14337059,3912343096.95,295.7,204.25,136682,INE758E01017,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:01.613Z,2024-02-16T12:01:01.613Z,0,,272.88,16-Feb-2024
6,65d39092c64559bd8f40fb19,JIOFIN,EQ,N,277.1,271.9,273.25,274.0,274.05,271.9,18390283,5042874740.65,295.7,204.25,94897,INE758E01017,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T17:32:02.133Z,2024-02-19T17:32:02.133Z,0,,274.21,19-Feb-2024
7,65d4945c64fbe6f723b14713,JIOFIN,EQ,N,289.3,273.6,274.2,281.7,281.8,274.0,55688591,15748168208.0,295.7,204.25,339444,INE758E01017,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:00:28.768Z,2024-02-20T12:00:28.768Z,0,,282.79,20-Feb-2024
8,65d5e5fef1fbe8e7f6d9c8d7,JIOFIN,EQ,N,294.5,283.2,284.0,290.1,289.65,281.7,64130106,18574523382.8,295.7,204.25,416397,INE758E01017,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:02.256Z,2024-02-21T12:01:02.256Z,0,,289.64,21-Feb-2024
9,65d7377e42995682861e407f,JIOFIN,EQ,N,305.3,291.1,291.7,302.85,303.85,290.1,75689296,22660156832.6,305.3,204.25,410986,INE758E01017,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:02.205Z,2024-02-22T12:01:02.205Z,0,,299.38,22-Feb-2024
10,65da41622fa2c80c6010fcf6,JIOFIN,EQ,N,347.0,305.35,305.8,333.95,335.0,302.85,270077122,89315742779.7,347.0,204.25,1305409,INE758E01017,2024-02-23,2024-02-22T18:30:00.000Z,2024-02-24T19:20:02.489Z,2024-02-24T19:20:02.489Z,0,,330.7,23-Feb-2024
11,65dc7d5a18353a15cfb0966d,JIOFIN,EQ,N,348.0,325.75,340.45,327.8,328.0,333.95,107359705,36029272085.35,348.0,204.25,768542,INE758E01017,2024-02-26,2024-02-25T18:30:00.000Z,2024-02-26T12:00:26.844Z,2024-02-26T12:00:26.844Z,0,,335.59,26-Feb-2024
12,65ddcedcdc3d5b40c3c1e442,JIOFIN,EQ,N,338.7,316.55,329.3,318.5,319.0,327.8,57002014,18633392790.5,348.0,204.25,520404,INE758E01017,2024-02-27,2024-02-26T18:30:00.000Z,2024-02-27T12:00:28.641Z,2024-02-27T12:00:28.641Z,0,,326.89,27-Feb-2024
13,65df207d3ab4615b763868b2,JIOFIN,EQ,N,322.45,306.05,320.0,308.3,309.45,318.5,48176158,15026545807.3,348.0,204.25,427665,INE758E01017,2024-02-28,2024-02-27T18:30:00.000Z,2024-02-28T12:01:01.514Z,2024-02-28T12:01:01.514Z,0,,311.91,28-Feb-2024
14,65e071fd79a06978a17fb193,JIOFIN,EQ,N,322.0,308.0,312.0,310.0,310.6,308.3,81356675,25527114474.55,348.0,204.25,486768,INE758E01017,2024-02-29,2024-02-28T18:30:00.000Z,2024-02-29T12:01:01.664Z,2024-02-29T12:01:01.664Z,0,,313.77,29-Feb-2024
15,65e1c37ec9980b7546121ed0,JIOFIN,EQ,N,321.6,311.55,313.5,317.9,318.0,310.0,37623310,11918904889.05,348.0,204.25,275851,INE758E01017,2024-03-01,2024-02-29T18:30:00.000Z,2024-03-01T12:01:02.060Z,2024-03-01T12:01:02.060Z,0,,316.8,01-Mar-2024
16,6592a97dd65750cefa0ec6b3,JIOFIN,EQ,N,236.4,233.3,233.35,234.55,234.55,232.95,7919961,1862540423.65,266.95,204.25,65162,INE758E01017,2024-01-01,2023-12-31T18:30:00.000Z,2024-01-01T12:01:01.389Z,2024-01-01T12:01:01.389Z,0,,235.17,01-Jan-2024
17,6593fafd477df5351421bee7,JIOFIN,EQ,N,236.0,232.0,235.0,235.35,235.4,234.55,9216592,2158486896.9,266.95,204.25,91336,INE758E01017,2024-01-02,2024-01-01T18:30:00.000Z,2024-01-02T12:01:01.833Z,2024-01-02T12:01:01.833Z,0,,234.2,02-Jan-2024
18,65954c7e5fafc6a4b205e9a6,JIOFIN,EQ,N,236.0,233.55,235.4,234.5,234.75,235.35,9864949,2312211675.55,266.95,204.25,105992,INE758E01017,2024-01-03,2024-01-02T18:30:00.000Z,2024-01-03T12:01:02.239Z,2024-01-03T12:01:02.239Z,0,,234.39,03-Jan-2024
19,65969dfd05e0b9eee7e85f8a,JIOFIN,EQ,N,243.25,236.8,238.85,241.4,241.7,234.5,32808937,7881386060.45,266.95,204.25,215142,INE758E01017,2024-01-04,2024-01-03T18:30:00.000Z,2024-01-04T12:01:01.641Z,2024-01-04T12:01:01.641Z,0,,240.22,04-Jan-2024
20,6597ef7dc10efb305b158a2f,JIOFIN,EQ,N,248.2,241.5,244.5,243.65,243.65,241.4,29722064,7281253220.95,266.95,204.25,222557,INE758E01017,2024-01-05,2024-01-04T18:30:00.000Z,2024-01-05T12:01:01.751Z,2024-01-05T12:01:01.751Z,0,,244.98,05-Jan-2024
21,659be3fdea621d7958ff2afe,JIOFIN,EQ,N,246.9,240.3,246.85,242.4,242.5,243.65,21118013,5128079835.35,266.95,204.25,150507,INE758E01017,2024-01-08,2024-01-07T18:30:00.000Z,2024-01-08T12:01:01.987Z,2024-01-08T12:01:01.987Z,0,,242.83,08-Jan-2024
22,659d357d84db3a7aed27d358,JIOFIN,EQ,N,244.65,241.5,243.9,242.15,242.0,242.4,10689245,2595786350.2,266.95,204.25,119786,INE758E01017,2024-01-09,2024-01-08T18:30:00.000Z,2024-01-09T12:01:01.540Z,2024-01-09T12:01:01.540Z,0,,242.84,09-Jan-2024
23,659e86fdb7e812fb4027edce,JIOFIN,EQ,N,242.3,239.3,242.0,240.95,242.3,242.15,11798543,2837136845.4,266.95,204.25,150407,INE758E01017,2024-01-10,2024-01-09T18:30:00.000Z,2024-01-10T12:01:01.431Z,2024-01-10T12:01:01.431Z,0,,240.47,10-Jan-2024
24,659fd87eb9681b704da71f7c,JIOFIN,EQ,N,253.4,240.65,243.0,251.55,253.35,240.95,45792818,11358800230.15,266.95,204.25,324270,INE758E01017,2024-01-11,2024-01-10T18:30:00.000Z,2024-01-11T12:01:02.174Z,2024-01-11T12:01:02.174Z,0,,248.05,11-Jan-2024
25,65a129fdae79d4199d80ca79,JIOFIN,EQ,N,259.35,253.7,255.0,255.05,254.9,251.55,46763296,11985975315.65,266.95,204.25,263981,INE758E01017,2024-01-12,2024-01-11T18:30:00.000Z,2024-01-12T12:01:01.465Z,2024-01-12T12:01:01.465Z,0,,256.31,12-Jan-2024
26,65a5232e3944970884455e4d,JIOFIN,EQ,N,269.7,257.05,258.0,266.75,267.35,255.05,68617372,18132080778.2,269.7,204.25,425062,INE758E01017,2024-01-15,2024-01-14T18:30:00.000Z,2024-01-15T12:21:02.162Z,2024-01-15T12:21:02.162Z,0,,264.25,15-Jan-2024
27,65a66ffd0dc89412fb13ceaf,JIOFIN,EQ,N,258.0,246.5,254.1,248.85,249.45,266.75,70456857,17787902342.5,269.7,204.25,494489,INE758E01017,2024-01-16,2024-01-15T18:30:00.000Z,2024-01-16T12:01:01.829Z,2024-01-16T12:01:01.829Z,0,,252.47,16-Jan-2024
28,65a7c17d3b001ae2ee2bb52d,JIOFIN,EQ,N,247.0,242.15,247.0,242.55,242.75,248.85,28318086,6920023192.25,269.7,204.25,265636,INE758E01017,2024-01-17,2024-01-16T18:30:00.000Z,2024-01-17T12:01:02.004Z,2024-01-17T12:01:02.004Z,0,,244.37,17-Jan-2024
29,65a912fdc00916544b66c9b7,JIOFIN,EQ,N,247.9,239.05,243.45,243.25,243.5,242.55,24804800,6046686804.75,269.7,204.25,173106,INE758E01017,2024-01-18,2024-01-17T18:30:00.000Z,2024-01-18T12:01:01.757Z,2024-01-18T12:01:01.757Z,0,,243.77,18-Jan-2024
