,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
0,65c61400b16d2a11203bd139,IDFCFIRSTB,EQ,N,81.6,79.5,81.0,81.25,81.5,81.0,38153683,3069819774.6,100.7,52.1,125750,INE092T01019,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:01:04.099Z,2024-02-09T12:01:04.099Z,0,,80.46,09-Feb-2024,
1,65ca087f1de075c7ebe81673,IDFCFIRSTB,EQ,N,81.65,78.75,81.65,79.2,79.25,81.25,41585476,3311270736.55,100.7,52.1,141478,INE092T01019,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:01:03.968Z,2024-02-12T12:01:03.968Z,0,,79.63,12-Feb-2024,
2,65cb59ff3328eca8adc58ab3,IDFCFIRSTB,EQ,N,80.6,77.8,79.45,80.5,80.55,79.2,33145177,2629036739.55,100.7,52.1,108861,INE092T01019,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:01:03.715Z,2024-02-13T12:01:03.715Z,0,,79.32,13-Feb-2024,
3,65ccab7f114f0fc8e2192545,IDFCFIRSTB,EQ,N,81.1,79.05,79.75,80.85,81.0,80.5,37882009,3038768996.35,100.7,52.1,125156,INE092T01019,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:03.678Z,2024-02-14T12:01:03.678Z,0,,80.22,14-Feb-2024,
4,65cdfd00a24787a92a80e477,IDFCFIRSTB,EQ,N,81.65,80.7,81.1,81.25,81.3,80.85,20282435,1646352174.9,100.7,52.1,102806,INE092T01019,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:04.040Z,2024-02-15T12:01:04.040Z,0,,81.17,15-Feb-2024,
5,65cf4e7f2c2e3f1498b00cd2,IDFCFIRSTB,EQ,N,83.6,81.25,81.45,82.85,82.75,81.25,29527329,2440109268.4,100.7,52.1,94322,INE092T01019,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:03.179Z,2024-02-16T12:01:03.179Z,0,,82.64,16-Feb-2024,
6,65d3a6e12affe4de647d7ec6,IDFCFIRSTB,EQ,N,83.2,82.0,83.0,82.15,82.2,82.85,18166232,1497637193.9,100.7,52.1,146995,INE092T01019,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T19:07:13.483Z,2024-02-19T19:07:13.483Z,0,,82.44,19-Feb-2024,
7,65d4947fd2da93536de5353a,IDFCFIRSTB,EQ,N,82.45,81.4,82.2,81.75,81.8,82.15,13613029,1113257914.9,100.7,52.1,86277,INE092T01019,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:01:03.752Z,2024-02-20T12:01:03.752Z,0,,81.78,20-Feb-2024,
8,65d5e600ab8622318b86e27c,IDFCFIRSTB,EQ,N,82.2,80.7,82.0,80.95,80.85,81.75,21427671,1740916829.9,100.7,52.1,106351,INE092T01019,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:04.118Z,2024-02-21T12:01:04.118Z,0,,81.25,21-Feb-2024,
9,65d7378026ea36bd13097c8e,IDFCFIRSTB,EQ,N,81.45,80.15,80.95,81.15,81.45,80.95,21248658,1717715439.4,100.7,52.1,80887,INE092T01019,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:04.703Z,2024-02-22T12:01:04.703Z,0,,80.84,22-Feb-2024,
