,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA,symChange
0,65c613df2ce7cc3ec07736e0,TATACONSUM,EQ,N,1149.4,1119.85,1142.0,1129.25,1128.0,1137.9,917196,1038871730.45,1190.95,686.6,48645,INE192A01025,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:00:31.713Z,2024-02-09T12:00:31.713Z,0,,1132.66,09-Feb-2024,,
1,65ca085f3d2c61c7ee71c823,TATACONSUM,EQ,N,1134.4,1075.0,1130.05,1122.2,1121.9,1129.25,898953,1010325741.2,1190.95,686.6,42725,INE192A01025,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:00:31.031Z,2024-02-12T12:00:31.031Z,0,,1123.89,12-Feb-2024,,
2,65cb59ddc77ecab986d05dec,TATACONSUM,EQ,N,1141.3,1118.2,1123.0,1137.8,1137.0,1122.2,886148,1002527784.45,1190.95,686.6,54226,INE192A01025,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:00:29.395Z,2024-02-13T12:00:29.395Z,0,,1131.33,13-Feb-2024,,
3,65ccab80b3b7cee94bb06a09,TATACONSUM,EQ,N,1139.85,1120.0,1135.05,1135.6,1139.0,1137.8,1206706,1362415623.3,1190.95,686.6,49150,INE192A01025,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:04.208Z,2024-02-14T12:01:04.208Z,0,,1129.04,14-Feb-2024,,
4,65cdfd000b93c6793ba3ee3c,TATACONSUM,EQ,N,1146.75,1127.25,1140.05,1131.4,1134.35,1135.6,1278358,1450670681.55,1190.95,686.6,60290,INE192A01025,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:04.538Z,2024-02-15T12:01:04.538Z,0,,1134.79,15-Feb-2024,,
5,65cf4e8061aab0774d35b576,TATACONSUM,EQ,N,1149.4,1132.4,1135.0,1147.45,1148.95,1131.4,1213292,1387505627.85,1190.95,686.6,48787,INE192A01025,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:04.055Z,2024-02-16T12:01:04.055Z,0,,1143.59,16-Feb-2024,,
6,65d39094c64559bd8f410509,TATACONSUM,EQ,N,1164.25,1144.5,1150.0,1155.0,1154.5,1147.45,961914,1111826780.15,1190.95,686.6,42333,INE192A01025,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T17:32:04.508Z,2024-02-19T17:32:04.508Z,0,,1155.85,19-Feb-2024,,
7,65d4945e64fbe6f723b15180,TATACONSUM,EQ,N,1159.0,1138.8,1154.5,1154.4,1153.0,1155.0,1056193,1214867231.0,1190.95,686.6,58462,INE192A01025,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:00:30.973Z,2024-02-20T12:00:30.973Z,0,,1150.23,20-Feb-2024,,
8,65d5e600f1fbe8e7f6d9d439,TATACONSUM,EQ,N,1171.9,1150.05,1155.0,1160.75,1158.0,1154.4,1445959,1678534255.6,1190.95,686.6,80717,INE192A01025,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:04.668Z,2024-02-21T12:01:04.668Z,0,,1160.84,21-Feb-2024,,
9,65d7378042995682861e4afe,TATACONSUM,EQ,N,1164.75,1142.45,1161.0,1159.5,1156.7,1160.75,1689403,1946948709.4,1190.95,686.6,99777,INE192A01025,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:04.433Z,2024-02-22T12:01:04.433Z,0,,1152.45,22-Feb-2024,,
10,65da41652fa2c80c60111d20,TATACONSUM,EQ,N,1165.6,1155.2,1158.0,1160.3,1158.6,1159.5,1280859,1486029676.0,1190.95,686.6,64777,INE192A01025,2024-02-23,2024-02-22T18:30:00.000Z,2024-02-24T19:20:05.682Z,2024-02-24T19:20:05.682Z,0,,1160.18,23-Feb-2024,,
11,65dc7d5e18353a15cfb0b671,TATACONSUM,EQ,N,1182.8,1149.45,1159.0,1177.1,1178.0,1160.3,1292210,1509129775.8,1190.95,686.6,64641,INE192A01025,2024-02-26,2024-02-25T18:30:00.000Z,2024-02-26T12:00:30.641Z,2024-02-26T12:00:30.641Z,0,,1167.87,26-Feb-2024,,
12,65ddcee0dc3d5b40c3c20400,TATACONSUM,EQ,N,1189.7,1174.95,1182.0,1183.6,1181.0,1177.1,1584564,1874977287.4,1190.95,686.6,76748,INE192A01025,2024-02-27,2024-02-26T18:30:00.000Z,2024-02-27T12:00:32.116Z,2024-02-27T12:00:32.116Z,0,,1183.28,27-Feb-2024,,
13,65df20813ab4615b7638880e,TATACONSUM,EQ,N,1205.0,1163.1,1189.75,1167.95,1163.1,1183.6,2170054,2580356821.65,1205.0,686.6,97849,INE192A01025,2024-02-28,2024-02-27T18:30:00.000Z,2024-02-28T12:01:05.260Z,2024-02-28T12:01:05.260Z,0,,1189.07,28-Feb-2024,,
14,65e0720079a06978a17fd0ac,TATACONSUM,EQ,N,1199.0,1150.6,1166.95,1190.05,1192.0,1167.95,2722341,3225602468.6,1205.0,686.6,95895,INE192A01025,2024-02-29,2024-02-28T18:30:00.000Z,2024-02-29T12:01:04.892Z,2024-02-29T12:01:04.892Z,0,,1184.86,29-Feb-2024,,
15,65e1c382c9980b754612400d,TATACONSUM,EQ,N,1213.65,1194.25,1204.0,1201.0,1199.3,1190.05,1804771,2173146579.8,1213.65,686.6,59804,INE192A01025,2024-03-01,2024-02-29T18:30:00.000Z,2024-03-01T12:01:06.231Z,2024-03-01T12:01:06.231Z,0,,1204.11,01-Mar-2024,,
16,6592a9801f3097105c5a1f77,TATACONSUM,EQ,N,1093.85,1076.0,1093.85,1080.1,1079.75,1086.8,936544,1014378482.2,1094.0,686.6,53508,INE192A01025,2024-01-01,2023-12-31T18:30:00.000Z,2024-01-01T12:01:04.101Z,2024-01-01T12:01:04.101Z,0,,1083.11,01-Jan-2024,,
17,6593fae7c4132a5d6c5402c9,TATACONSUM,EQ,N,1103.05,1079.5,1086.35,1097.75,1097.5,1080.1,2635193,2882541417.95,1103.05,686.6,111067,INE192A01025,2024-01-02,2024-01-01T18:30:00.000Z,2024-01-02T12:00:39.276Z,2024-01-02T12:00:39.276Z,0,,1093.86,02-Jan-2024,,
18,65954c810920b679ebe5a32e,TATACONSUM,EQ,N,1099.1,1082.7,1097.95,1084.95,1089.8,1097.75,1100701,1200848343.3,1103.05,686.6,60395,INE192A01025,2024-01-03,2024-01-02T18:30:00.000Z,2024-01-03T12:01:05.013Z,2024-01-03T12:01:05.013Z,0,,1090.99,03-Jan-2024,,
