,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,symChange,CA
15,65e1c382c9980b7546124139,LTIM,EQ,N,5348.45,5257.0,5315.0,5273.55,5281.0,5300.85,565313,2984287595.8,6442.0,4132.2,67577,INE214T01019,2024-03-01,2024-02-29T18:30:00.000Z,2024-03-01T12:01:06.365Z,2024-03-01T12:01:06.365Z,0,,5279.0,01-Mar-2024,,
16,6592a9801f3097105c5a1fdd,LTIM,EQ,N,6318.75,6240.0,6308.8,6261.9,6255.0,6294.95,166927,1047483980.8,6356.0,4121.0,27024,INE214T01019,2024-01-01,2023-12-31T18:30:00.000Z,2024-01-01T12:01:04.174Z,2024-01-01T12:01:04.174Z,0,,6275.1,01-Jan-2024,,
17,6593fae7c4132a5d6c540330,LTIM,EQ,N,6284.0,6123.45,6230.0,6144.0,6148.5,6261.9,475149,2929929700.65,6356.0,4121.0,59023,INE214T01019,2024-01-02,2024-01-01T18:30:00.000Z,2024-01-02T12:00:39.386Z,2024-01-02T12:00:39.386Z,0,,6166.34,02-Jan-2024,,
18,65954c810920b679ebe5a395,LTIM,EQ,N,6113.25,5955.0,6110.0,5961.05,5957.95,6144.0,421251,2521962048.7,6356.0,4121.0,58957,INE214T01019,2024-01-03,2024-01-02T18:30:00.000Z,2024-01-03T12:01:05.139Z,2024-01-03T12:01:05.139Z,0,,5986.84,03-Jan-2024,,
19,65969de28bc6e5de3cccf182,LTIM,EQ,N,6020.0,5851.7,5963.0,5866.4,5877.0,5961.05,618173,3640323227.2,6356.0,4121.0,76117,INE214T01019,2024-01-04,2024-01-03T18:30:00.000Z,2024-01-04T12:00:34.331Z,2024-01-04T12:00:34.331Z,0,,5888.84,04-Jan-2024,,
20,6597ef6081dced1976cddb99,LTIM,EQ,N,6010.0,5902.0,5945.0,5947.65,5946.95,5866.4,429330,2553818250.15,6356.0,4121.0,58263,INE214T01019,2024-01-05,2024-01-04T18:30:00.000Z,2024-01-05T12:00:32.116Z,2024-01-05T12:00:32.116Z,0,,5948.38,05-Jan-2024,,
21,659be3df0e4dca342c4d3f3f,LTIM,EQ,N,5988.0,5835.05,5988.0,5845.6,5838.0,5947.65,193870,1139735962.8,6356.0,4121.0,32609,INE214T01019,2024-01-08,2024-01-07T18:30:00.000Z,2024-01-08T12:00:31.516Z,2024-01-08T12:00:31.516Z,0,,5878.87,08-Jan-2024,,
22,659d355fcd960f131d88e269,LTIM,EQ,N,5957.9,5875.0,5915.0,5909.4,5925.0,5845.6,351316,2076915749.75,6356.0,4121.0,38317,INE214T01019,2024-01-09,2024-01-08T18:30:00.000Z,2024-01-09T12:00:31.793Z,2024-01-09T12:00:31.793Z,0,,5911.82,09-Jan-2024,,
23,659e86df3207e4f9f52915a5,LTIM,EQ,N,5957.5,5885.0,5915.0,5947.5,5952.0,5909.4,259576,1538995600.15,6356.0,4121.0,37968,INE214T01019,2024-01-10,2024-01-09T18:30:00.000Z,2024-01-10T12:00:31.377Z,2024-01-10T12:00:31.377Z,0,,5928.88,10-Jan-2024,,
24,659fd85fea2187a7f76e890b,LTIM,EQ,N,5998.9,5913.05,5978.35,5959.95,5969.6,5947.5,232299,1384038601.6,6356.0,4121.0,35296,INE214T01019,2024-01-11,2024-01-10T18:30:00.000Z,2024-01-11T12:00:31.550Z,2024-01-11T12:00:31.550Z,0,,5958.0,11-Jan-2024,,
25,65a12a0040ce9096768bd7f0,LTIM,EQ,N,6245.0,6015.0,6025.6,6237.05,6236.0,5959.95,899942,5557942362.85,6356.0,4121.0,101351,INE214T01019,2024-01-12,2024-01-11T18:30:00.000Z,2024-01-12T12:01:04.421Z,2024-01-12T12:01:04.421Z,0,,6175.89,12-Jan-2024,,
26,65a523146b1be37ce45ae098,LTIM,EQ,N,6442.0,6250.5,6343.95,6315.15,6305.0,6237.05,653754,4151953938.25,6442.0,4121.0,69106,INE214T01019,2024-01-15,2024-01-14T18:30:00.000Z,2024-01-15T12:20:36.484Z,2024-01-15T12:20:36.484Z,0,,6350.94,15-Jan-2024,,
27,65a66fe5b8ccbcfd4c2a165c,LTIM,EQ,N,6299.95,6193.9,6290.0,6235.9,6245.95,6315.15,255823,1594847131.65,6442.0,4121.0,41371,INE214T01019,2024-01-16,2024-01-15T18:30:00.000Z,2024-01-16T12:00:37.449Z,2024-01-16T12:00:37.449Z,0,,6234.18,16-Jan-2024,,
28,65a7c1810a0ab95035071134,LTIM,EQ,N,6324.0,6150.0,6195.0,6275.6,6280.0,6235.9,472635,2959371478.9,6442.0,4121.0,52972,INE214T01019,2024-01-17,2024-01-16T18:30:00.000Z,2024-01-17T12:01:05.374Z,2024-01-17T12:01:05.374Z,0,,6261.43,17-Jan-2024,,
29,65a912e01ba6ed2ab4d23021,LTIM,EQ,N,5790.0,5411.75,5700.0,5603.0,5602.0,6275.6,2798324,15670883172.5,6442.0,4121.0,271008,INE214T01019,2024-01-18,2024-01-17T18:30:00.000Z,2024-01-18T12:00:32.114Z,2024-01-18T12:00:32.114Z,0,,5600.1,18-Jan-2024,,
30,65aa64bdf173ca68878c31cf,LTIM,EQ,N,5697.2,5582.0,5689.0,5652.15,5673.0,5603.0,974885,5482498098.35,6442.0,4121.0,95756,INE214T01019,2024-01-19,2024-01-18T18:30:00.000Z,2024-01-19T12:02:05.124Z,2024-01-19T12:02:05.124Z,0,,5623.74,19-Jan-2024,,
31,65abe14431f9ebde19837a22,LTIM,EQ,N,5710.0,5625.0,5708.0,5656.75,5658.0,5652.15,222222,1256560352.55,6442.0,4121.0,28589,INE214T01019,2024-01-20,2024-01-19T18:30:00.000Z,2024-01-20T15:05:40.816Z,2024-01-20T15:05:40.816Z,0,,5654.53,20-Jan-2024,,
32,65afaa80f8104146405a268d,LTIM,EQ,N,5724.0,5580.0,5630.0,5638.5,5659.0,5656.75,754748,4256554382.35,6442.0,4121.0,75696,INE214T01019,2024-01-23,2024-01-22T18:30:00.000Z,2024-01-23T12:01:04.810Z,2024-01-23T12:01:04.810Z,0,,5639.7,23-Jan-2024,,
33,65b0fbe116e02b4d67f84768,LTIM,EQ,N,5718.9,5598.05,5650.35,5619.55,5615.0,5638.5,729576,4120579360.45,6442.0,4121.0,61892,INE214T01019,2024-01-24,2024-01-23T18:30:00.000Z,2024-01-24T12:00:33.230Z,2024-01-24T12:00:33.230Z,0,,5647.91,24-Jan-2024,,
34,65b24d64ed15adb98be7ed41,LTIM,EQ,N,5650.0,5457.3,5650.0,5494.65,5497.0,5619.55,911916,5054024605.8,6442.0,4121.0,81498,INE214T01019,2024-01-25,2024-01-24T18:30:00.000Z,2024-01-25T12:00:36.375Z,2024-01-25T12:00:36.375Z,0,,5542.2,25-Jan-2024,,
35,65b79382828d6b352002c02b,LTIM,EQ,N,5514.1,5400.0,5497.0,5448.35,5452.0,5494.65,772171,4211145368.15,6442.0,4132.2,78963,INE214T01019,2024-01-29,2024-01-28T18:30:00.000Z,2024-01-29T12:01:06.209Z,2024-01-29T12:01:06.209Z,0,,5453.64,29-Jan-2024,,
36,65b8e4df828d6b3520111db2,LTIM,EQ,N,5524.7,5345.05,5495.0,5352.8,5360.0,5448.35,830778,4493373695.65,6442.0,4132.2,86701,INE214T01019,2024-01-30,2024-01-29T18:30:00.000Z,2024-01-30T12:00:31.867Z,2024-01-30T12:00:31.867Z,0,,5408.63,30-Jan-2024,,
37,65ba3667ae08d26e80aa9148,LTIM,EQ,N,5466.45,5310.3,5351.0,5448.55,5420.0,5352.8,536486,2896116632.8,6442.0,4132.2,67439,INE214T01019,2024-01-31,2024-01-30T18:30:00.000Z,2024-01-31T12:00:39.348Z,2024-01-31T12:00:39.348Z,0,,5398.31,31-Jan-2024,,
38,65bb88014e395d0fc998cd78,LTIM,EQ,N,5434.0,5342.0,5430.0,5364.65,5384.55,5448.55,495519,2659805947.8,6442.0,4132.2,100464,INE214T01019,2024-02-01,2024-01-31T18:30:00.000Z,2024-02-01T12:01:05.045Z,2024-02-01T12:01:05.045Z,0,,5367.72,01-Feb-2024,,
39,65bcd9800f5bd530f2a20887,LTIM,EQ,N,5541.0,5375.05,5375.05,5485.85,5495.0,5364.65,593677,3253163235.6,6442.0,4132.2,62765,INE214T01019,2024-02-02,2024-02-01T18:30:00.000Z,2024-02-02T12:01:04.539Z,2024-02-02T12:01:04.539Z,0,,5479.69,02-Feb-2024,,
40,65c0cf2dab72646911a03a44,LTIM,EQ,N,5540.0,5425.65,5540.0,5438.45,5439.35,5485.85,301000,1647837745.15,6442.0,4132.2,37134,INE214T01019,2024-02-05,2024-02-04T18:30:00.000Z,2024-02-05T12:06:05.888Z,2024-02-05T12:06:05.888Z,0,,5474.54,05-Feb-2024,,
41,65c21f87982ac8e7199cee83,LTIM,EQ,N,5506.85,5391.35,5430.5,5470.3,5481.0,5438.45,836565,4555001436.95,6442.0,4132.2,52732,INE214T01019,2024-02-06,2024-02-05T18:30:00.000Z,2024-02-06T12:01:11.083Z,2024-02-06T12:01:11.083Z,0,,5444.89,06-Feb-2024,,
42,65c370df9e2fb5b3bd871620,LTIM,EQ,N,5518.95,5439.0,5500.0,5447.9,5445.0,5470.3,354265,1931757485.25,6442.0,4132.2,37608,INE214T01019,2024-02-07,2024-02-06T18:30:00.000Z,2024-02-07T12:00:31.617Z,2024-02-07T12:00:31.617Z,0,,5452.86,07-Feb-2024,,
43,65c4c260c6253a0740167188,LTIM,EQ,N,5490.0,5401.1,5455.95,5420.8,5422.0,5447.9,380430,2068886569.6,6442.0,4132.2,62716,INE214T01019,2024-02-08,2024-02-07T18:30:00.000Z,2024-02-08T12:00:32.531Z,2024-02-08T12:00:32.531Z,0,,5438.28,08-Feb-2024,,
44,65c613df2ce7cc3ec077373c,LTIM,EQ,N,5470.0,5362.0,5470.0,5453.3,5465.0,5420.8,196922,1067944451.3,6442.0,4132.2,27063,INE214T01019,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:00:31.853Z,2024-02-09T12:00:31.853Z,0,,5423.19,09-Feb-2024,,
45,655c9c00e0f7393b3a789787,LTIM,EQ,N,5612.0,5510.0,5585.0,5520.25,5521.0,5556.1,268090,1490749053.2,5637.65,4121.0,33195,INE214T01019,2023-11-21,2023-11-20T18:30:00.000Z,2023-11-21T12:01:04.488Z,2023-11-21T12:01:04.488Z,0,,5560.63,21-Nov-2023,,
46,655ded63c2070797de8358ae,LTIM,EQ,N,5576.1,5505.0,5509.25,5553.65,5553.1,5520.25,203308,1127789225.25,5637.65,4121.0,30954,INE214T01019,2023-11-22,2023-11-21T18:30:00.000Z,2023-11-22T12:00:35.192Z,2023-11-22T12:00:35.192Z,0,,5547.2,22-Nov-2023,,
47,655f3f0055ad237b659c87b2,LTIM,EQ,N,5600.0,5452.1,5579.8,5471.35,5470.35,5553.65,249485,1379497097.65,5637.65,4121.0,34977,INE214T01019,2023-11-23,2023-11-22T18:30:00.000Z,2023-11-23T12:01:04.067Z,2023-11-23T12:01:04.067Z,0,,5529.38,23-Nov-2023,,
48,656090802ae99d7f07eaa36a,LTIM,EQ,N,5511.35,5437.75,5490.0,5472.6,5466.05,5471.35,152012,831517617.8,5637.65,4121.0,26502,INE214T01019,2023-11-24,2023-11-23T18:30:00.000Z,2023-11-24T12:01:04.586Z,2023-11-24T12:01:04.586Z,0,,5470.08,24-Nov-2023,,
49,6565d65de9eecb1f95eebf00,LTIM,EQ,N,5490.0,5407.6,5478.95,5479.25,5487.0,5472.6,263892,1438445962.7,5637.65,4121.0,34631,INE214T01019,2023-11-28,2023-11-27T18:30:00.000Z,2023-11-28T12:00:29.257Z,2023-11-28T12:00:29.257Z,0,,5450.89,28-Nov-2023,,
50,656727dd63930729e13eece4,LTIM,EQ,N,5595.2,5490.0,5490.0,5588.5,5590.0,5479.25,354830,1975849101.25,5637.65,4121.0,34679,INE214T01019,2023-11-29,2023-11-28T18:30:00.000Z,2023-11-29T12:00:29.182Z,2023-11-29T12:00:29.182Z,0,,5568.44,29-Nov-2023,,
51,656879806b03706ca2112d9f,LTIM,EQ,N,5615.95,5515.6,5600.0,5536.7,5535.0,5588.5,612934,3406503925.85,5637.65,4121.0,49730,INE214T01019,2023-11-30,2023-11-29T18:30:00.000Z,2023-11-30T12:01:04.785Z,2023-11-30T12:01:04.785Z,0,,5557.7,30-Nov-2023,,
52,6569cadead620f56b2e4f71a,LTIM,EQ,N,5610.0,5522.6,5600.0,5577.05,5565.0,5536.7,195286,1088283701.05,5637.65,4121.0,32859,INE214T01019,2023-12-01,2023-11-30T18:30:00.000Z,2023-12-01T12:00:30.117Z,2023-12-01T12:00:30.117Z,0,,5572.77,01-Dec-2023,,
53,656dbf63e6239c09b6d2e1e8,LTIM,EQ,N,5632.0,5550.0,5610.0,5577.4,5583.0,5577.05,168191,938171166.0,5637.65,4121.0,25843,INE214T01019,2023-12-04,2023-12-03T18:30:00.000Z,2023-12-04T12:00:35.409Z,2023-12-04T12:00:35.409Z,0,,5578.01,04-Dec-2023,,
54,656f10e2bd2bdf9cd89959e0,LTIM,EQ,N,5580.0,5454.0,5575.0,5487.65,5492.05,5577.4,268002,1473306065.2,5637.65,4121.0,35979,INE214T01019,2023-12-05,2023-12-04T18:30:00.000Z,2023-12-05T12:00:34.067Z,2023-12-05T12:00:34.067Z,0,,5497.37,05-Dec-2023,,
55,6570625f29a97b4c36264f05,LTIM,EQ,N,5669.9,5508.5,5508.5,5639.85,5644.0,5487.65,605990,3405326187.3,5669.9,4121.0,60363,INE214T01019,2023-12-06,2023-12-05T18:30:00.000Z,2023-12-06T12:00:31.886Z,2023-12-06T12:00:31.886Z,0,,5619.44,06-Dec-2023,,
56,6571b401bf642029ec32f0c0,LTIM,EQ,N,5664.8,5542.0,5664.8,5567.2,5576.8,5639.85,273629,1530664223.95,5669.9,4121.0,32459,INE214T01019,2023-12-07,2023-12-06T18:30:00.000Z,2023-12-07T12:01:05.536Z,2023-12-07T12:01:05.536Z,0,,5593.94,07-Dec-2023,,
57,6573055f571435efffcd2405,LTIM,EQ,N,5754.0,5585.0,5599.0,5708.7,5710.0,5567.2,780096,4442257226.8,5754.0,4121.0,69036,INE214T01019,2023-12-08,2023-12-07T18:30:00.000Z,2023-12-08T12:00:31.616Z,2023-12-08T12:00:31.616Z,0,,5694.5,08-Dec-2023,,
58,6576f9de2e3c10226c0986ae,LTIM,EQ,N,5800.0,5695.6,5736.0,5770.65,5764.95,5708.7,497043,2856753379.45,5800.0,4121.0,54313,INE214T01019,2023-12-11,2023-12-10T18:30:00.000Z,2023-12-11T12:00:30.761Z,2023-12-11T12:00:30.761Z,0,,5747.5,11-Dec-2023,,
59,65784b5d2467cc7ad20990c7,LTIM,EQ,N,5820.0,5735.0,5800.0,5758.0,5757.0,5770.65,362937,2094944067.15,5820.0,4121.0,44744,INE214T01019,2023-12-12,2023-12-11T18:30:00.000Z,2023-12-12T12:00:29.919Z,2023-12-12T12:00:29.919Z,0,,5772.2,12-Dec-2023,,
60,65799cf35bf605bed6065a90,LTIM,EQ,N,5776.85,5614.0,5776.85,5727.5,5750.5,5758.0,387503,2204082970.65,5820.0,4121.0,43432,INE214T01019,2023-12-13,2023-12-12T18:30:00.000Z,2023-12-13T12:00:51.755Z,2023-12-13T12:00:51.755Z,0,,5687.91,13-Dec-2023,,
61,657aee81e633965340d53178,LTIM,EQ,N,5965.0,5791.85,5810.05,5944.3,5930.0,5727.5,958532,5666758882.0,5965.0,4121.0,106727,INE214T01019,2023-12-14,2023-12-13T18:30:00.000Z,2023-12-14T12:01:05.668Z,2023-12-14T12:01:05.668Z,0,,5911.91,14-Dec-2023,,
62,657c3fe1a13817c72fde0050,LTIM,EQ,N,6215.0,5936.0,5949.0,6129.3,6124.8,5944.3,1618791,9914988259.75,6215.0,4121.0,136213,INE214T01019,2023-12-15,2023-12-14T18:30:00.000Z,2023-12-15T12:00:33.062Z,2023-12-15T12:00:33.062Z,0,,6124.93,15-Dec-2023,,
63,65803467045235bc47cc88bf,LTIM,EQ,N,6204.9,6074.05,6140.0,6139.2,6115.0,6129.3,413220,2540797036.55,6215.0,4121.0,46359,INE214T01019,2023-12-18,2023-12-17T18:30:00.000Z,2023-12-18T12:00:39.504Z,2023-12-18T12:00:39.504Z,0,,6148.78,18-Dec-2023,,
64,65818601d0095a416892c0c8,LTIM,EQ,N,6169.0,6032.9,6169.0,6112.75,6107.85,6139.2,431913,2632620505.65,6215.0,4121.0,58528,INE214T01019,2023-12-19,2023-12-18T18:30:00.000Z,2023-12-19T12:01:05.706Z,2023-12-19T12:01:05.706Z,0,,6095.26,19-Dec-2023,,
65,6582d768e38289a0164fe448,LTIM,EQ,N,6289.0,6000.05,6140.0,6032.5,6010.05,6112.75,886292,5485892852.65,6289.0,4121.0,89326,INE214T01019,2023-12-20,2023-12-19T18:30:00.000Z,2023-12-20T12:00:40.510Z,2023-12-20T12:00:40.510Z,0,,6189.71,20-Dec-2023,,
66,658428df3c00fc25647f0027,LTIM,EQ,N,6147.85,5950.05,5982.45,6111.05,6112.7,6032.5,513420,3130367425.8,6289.0,4121.0,74235,INE214T01019,2023-12-21,2023-12-20T18:30:00.000Z,2023-12-21T12:00:31.450Z,2023-12-21T12:00:31.450Z,0,,6097.09,21-Dec-2023,,
67,65857a7f8556570bd29b3889,LTIM,EQ,N,6240.0,6108.0,6186.95,6229.1,6219.0,6111.05,540467,3337652480.55,6289.0,4121.0,82926,INE214T01019,2023-12-22,2023-12-21T18:30:00.000Z,2023-12-22T12:01:03.984Z,2023-12-22T12:01:03.984Z,0,,6175.5,22-Dec-2023,,
68,658ac0802afa40971bcfd451,LTIM,EQ,N,6288.25,6206.1,6240.0,6259.7,6270.0,6229.1,271488,1696930940.2,6289.0,4121.0,45308,INE214T01019,2023-12-26,2023-12-25T18:30:00.000Z,2023-12-26T12:01:04.382Z,2023-12-26T12:01:04.382Z,0,,6250.48,26-Dec-2023,,
69,658c11dff964ff32e77dcab5,LTIM,EQ,N,6356.0,6255.0,6278.0,6287.2,6273.05,6259.7,357171,2253030058.85,6356.0,4121.0,54053,INE214T01019,2023-12-27,2023-12-26T18:30:00.000Z,2023-12-27T12:00:31.857Z,2023-12-27T12:00:31.857Z,0,,6307.99,27-Dec-2023,,
70,658d635dfc7c264717dacb2b,LTIM,EQ,N,6325.0,6233.35,6301.85,6253.15,6254.0,6287.2,335511,2105785328.8,6356.0,4121.0,58012,INE214T01019,2023-12-28,2023-12-27T18:30:00.000Z,2023-12-28T12:00:29.718Z,2023-12-28T12:00:29.718Z,0,,6276.35,28-Dec-2023,,
71,658eb500bc28d99b03075374,LTIM,EQ,N,6306.0,6200.25,6260.35,6294.95,6280.0,6253.15,245328,1540180238.0,6356.0,4121.0,33002,INE214T01019,2023-12-29,2023-12-28T18:30:00.000Z,2023-12-29T12:01:04.589Z,2023-12-29T12:01:04.589Z,0,,6278.05,29-Dec-2023,,
72,6527dfdf3a61f2389d029917,LTIM,EQ,N,5268.4,5136.9,5259.5,5154.75,5154.8,5244.45,307844,1598846056.45,5593.4,4121.0,42703,INE214T01019,2023-10-12,2023-10-11T18:30:00.000Z,2023-10-12T12:00:31.803Z,2023-10-12T12:00:31.803Z,0,,5193.69,12-Oct-2023,,
73,6529315d7e06b7a5633d3e18,LTIM,EQ,N,5205.0,5075.0,5105.0,5095.15,5094.95,5154.75,272672,1395681540.95,5593.4,4121.0,35680,INE214T01019,2023-10-13,2023-10-12T18:30:00.000Z,2023-10-13T12:00:29.513Z,2023-10-13T12:00:29.513Z,0,,5118.54,13-Oct-2023,,
74,652d2600d35d2e3d668fce1c,LTIM,EQ,N,5192.0,5099.0,5118.45,5162.45,5165.8,5095.15,244025,1259699510.65,5593.4,4121.0,34693,INE214T01019,2023-10-16,2023-10-15T18:30:00.000Z,2023-10-16T12:01:05.007Z,2023-10-16T12:01:05.007Z,0,,5162.17,16-Oct-2023,,
75,652e7780da51b11f693a7975,LTIM,EQ,N,5230.0,5176.2,5192.0,5213.75,5211.0,5162.45,313332,1631852896.15,5593.4,4121.0,40000,INE214T01019,2023-10-17,2023-10-16T18:30:00.000Z,2023-10-17T12:01:04.838Z,2023-10-17T12:01:04.838Z,0,,5208.06,17-Oct-2023,,
76,652fc900c21d30a67d2d39cb,LTIM,EQ,N,5205.0,5037.65,5200.1,5155.2,5172.0,5213.75,333664,1719740830.85,5593.4,4121.0,34487,INE214T01019,2023-10-18,2023-10-17T18:30:00.000Z,2023-10-18T12:01:04.462Z,2023-10-18T12:01:04.462Z,0,,5154.11,18-Oct-2023,,
77,65311a81959d595a4eae86f6,LTIM,EQ,N,5480.0,5200.0,5200.0,5457.8,5463.0,5155.2,1808046,9743071959.3,5593.4,4121.0,161805,INE214T01019,2023-10-19,2023-10-18T18:30:00.000Z,2023-10-19T12:01:05.097Z,2023-10-19T12:01:05.097Z,0,,5388.73,19-Oct-2023,,
78,65326c00e6836b64fac13766,LTIM,EQ,N,5513.0,5390.05,5461.0,5416.2,5429.0,5457.8,548231,2982190287.7,5593.4,4121.0,59888,INE214T01019,2023-10-20,2023-10-19T18:30:00.000Z,2023-10-20T12:01:04.269Z,2023-10-20T12:01:04.269Z,0,,5439.66,20-Oct-2023,,
79,65366080a2df2de7c8029599,LTIM,EQ,N,5407.0,5185.0,5407.0,5201.75,5204.0,5416.2,268286,1414851418.15,5593.4,4121.0,39527,INE214T01019,2023-10-23,2023-10-22T18:30:00.000Z,2023-10-23T12:01:04.670Z,2023-10-23T12:01:04.670Z,0,,5273.67,23-Oct-2023,,
