,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP
0,65c61400b16d2a11203bd3d2,ZOMATO,EQ,N,151.4,142.25,146.9,149.45,149.1,144.1,257918995,38178277998.65,151.4,47.55,641908,INE758T01015,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:01:04.606Z,2024-02-09T12:01:04.606Z,0,,148.02,09-Feb-2024
1,65ca08801de075c7ebe81911,ZOMATO,EQ,N,158.8,149.5,151.0,153.8,153.55,149.45,155848102,24140895292.8,158.8,49.0,628198,INE758T01015,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:01:04.538Z,2024-02-12T12:01:04.538Z,0,,154.9,12-Feb-2024
2,65cb5a003328eca8adc58d51,ZOMATO,EQ,N,157.9,149.0,154.35,154.75,154.9,153.8,79935680,12298820339.95,158.8,49.0,362074,INE758T01015,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:01:04.299Z,2024-02-13T12:01:04.299Z,0,,153.86,13-Feb-2024
3,65ccab80114f0fc8e21927eb,ZOMATO,EQ,N,153.75,150.1,152.95,152.25,152.3,154.75,38221083,5827166431.65,158.8,49.0,239211,INE758T01015,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:04.167Z,2024-02-14T12:01:04.167Z,0,,152.46,14-Feb-2024
4,65cdfd00a24787a92a80e708,ZOMATO,EQ,N,159.2,154.0,157.0,154.85,155.5,152.25,77367585,12092564019.05,159.2,49.0,297454,INE758T01015,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:04.591Z,2024-02-15T12:01:04.591Z,0,,156.3,15-Feb-2024
5,65cf4e7f2c2e3f1498b00f7a,ZOMATO,EQ,N,160.0,155.35,156.9,156.7,157.0,154.85,61209337,9632516340.25,160.0,49.0,220755,INE758T01015,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:03.688Z,2024-02-16T12:01:03.688Z,0,,157.37,16-Feb-2024
6,65d3a6e22affe4de647d8139,ZOMATO,EQ,N,160.45,155.6,157.45,157.5,157.6,156.7,60218202,9519239440.0,160.45,49.0,173254,INE758T01015,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T19:07:14.040Z,2024-02-19T19:07:14.040Z,0,,158.08,19-Feb-2024
7,65d49480d2da93536de537cf,ZOMATO,EQ,N,163.8,158.7,159.7,161.05,161.55,157.5,85356675,13738181515.55,163.8,49.0,289895,INE758T01015,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:01:04.211Z,2024-02-20T12:01:04.211Z,0,,160.95,20-Feb-2024
8,65d5e600ab8622318b86e537,ZOMATO,EQ,N,167.8,157.6,162.3,158.65,158.7,161.05,91140945,14819114510.5,167.8,49.0,342176,INE758T01015,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:04.680Z,2024-02-21T12:01:04.680Z,0,,162.6,21-Feb-2024
9,65d7378126ea36bd13097f19,ZOMATO,EQ,N,163.0,156.6,159.55,162.1,162.25,158.65,67614848,10834593369.1,167.8,49.0,244872,INE758T01015,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:05.191Z,2024-02-22T12:01:05.191Z,0,,160.24,22-Feb-2024
10,65d8890036a4e86c36fe6f14,ZOMATO,EQ,N,164.8,160.8,162.4,164.05,164.5,162.1,37200710,6058968037.5,167.8,49.0,143686,INE758T01015,2024-02-23,2024-02-22T18:30:00.000Z,2024-02-23T12:01:04.210Z,2024-02-23T12:01:04.210Z,0,,162.87,23-Feb-2024
11,65dc7d805707e970d05aa400,ZOMATO,EQ,N,168.5,163.15,165.2,164.2,164.75,164.05,33433566,5536357014.7,168.5,49.0,143985,INE758T01015,2024-02-26,2024-02-25T18:30:00.000Z,2024-02-26T12:01:04.230Z,2024-02-26T12:01:04.230Z,0,,165.59,26-Feb-2024
12,65ddcf003610846fc2bdf7ce,ZOMATO,EQ,N,163.85,158.0,163.75,161.3,161.2,164.2,29921497,4813486943.2,168.5,49.0,158125,INE758T01015,2024-02-27,2024-02-26T18:30:00.000Z,2024-02-27T12:01:04.475Z,2024-02-27T12:01:04.475Z,0,,160.87,27-Feb-2024
