,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
0,65c613df2ce7cc3ec07734ab,MAXHEALTH,EQ,N,883.9,860.0,871.2,874.4,874.05,862.3,7995614,6943005053.5,883.9,411.9,85591,INE027H01010,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:00:31.081Z,2024-02-09T12:00:31.081Z,0,,868.35,09-Feb-2024,
1,65ca085e3d2c61c7ee71c5ee,MAXHEALTH,EQ,N,897.65,865.95,880.0,875.9,877.0,874.4,2532944,2226286051.5,897.65,411.9,67896,INE027H01010,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:00:30.639Z,2024-02-12T12:00:30.639Z,0,,878.93,12-Feb-2024,
2,65cb59dcc77ecab986d05bbd,MAXHEALTH,EQ,N,910.0,872.1,880.0,899.1,897.0,875.9,2698960,2419459162.95,910.0,411.9,71388,INE027H01010,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:00:28.924Z,2024-02-13T12:00:28.924Z,0,,896.44,13-Feb-2024,
3,65ccab7fb3b7cee94bb067cb,MAXHEALTH,EQ,N,896.55,860.5,896.55,879.7,871.5,899.1,2925047,2549117908.7,910.0,411.9,64662,INE027H01010,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:03.702Z,2024-02-14T12:01:03.702Z,0,,871.48,14-Feb-2024,
4,65cdfd000b93c6793ba3ec19,MAXHEALTH,EQ,N,880.95,858.65,880.95,864.1,863.5,879.7,1124585,972872311.2,910.0,411.9,47916,INE027H01010,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:04.159Z,2024-02-15T12:01:04.159Z,0,,865.09,15-Feb-2024,
5,65cf4e7f61aab0774d35b345,MAXHEALTH,EQ,N,872.0,852.8,864.1,865.45,862.5,864.1,1395652,1202630974.5,910.0,411.9,59099,INE027H01010,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:03.627Z,2024-02-16T12:01:03.627Z,0,,861.7,16-Feb-2024,
6,65d39094c64559bd8f4102f4,MAXHEALTH,EQ,N,875.0,839.0,875.0,842.75,841.45,865.45,1320301,1125326489.25,910.0,411.9,35942,INE027H01010,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T17:32:04.064Z,2024-02-19T17:32:04.064Z,0,,852.33,19-Feb-2024,
7,65d4945e64fbe6f723b14f55,MAXHEALTH,EQ,N,869.55,840.0,842.8,866.15,867.3,842.75,1054960,909694006.55,910.0,411.9,52547,INE027H01010,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:00:30.589Z,2024-02-20T12:00:30.589Z,0,,862.3,20-Feb-2024,
8,65d5e600f1fbe8e7f6d9d1e2,MAXHEALTH,EQ,N,869.95,840.45,865.95,854.05,854.0,866.15,1213900,1041671673.85,910.0,411.9,72501,INE027H01010,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:04.188Z,2024-02-21T12:01:04.188Z,0,,858.12,21-Feb-2024,
9,65d7377f42995682861e48d5,MAXHEALTH,EQ,N,867.2,842.55,863.4,857.9,852.5,854.05,1174562,1008462109.55,910.0,411.9,58838,INE027H01010,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:03.956Z,2024-02-22T12:01:03.956Z,0,,858.59,22-Feb-2024,
