,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
0,65c613dc2ce7cc3ec0772d02,INDUSINDBK,EQ,N,1491.4,1462.65,1480.25,1486.25,1487.0,1477.3,2388841,3527643146.7,1694.5,990.2,125205,INE095A01012,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:00:29.006Z,2024-02-09T12:00:29.006Z,0,,1476.72,09-Feb-2024,
1,65ca085d3d2c61c7ee71be37,INDUSINDBK,EQ,N,1497.0,1442.15,1488.2,1447.15,1452.4,1486.25,2821957,4110561701.75,1694.5,990.2,118593,INE095A01012,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:00:29.034Z,2024-02-12T12:00:29.034Z,0,,1456.64,12-Feb-2024,
2,65cb59dbc77ecab986d0544e,INDUSINDBK,EQ,N,1476.25,1430.65,1452.4,1463.9,1460.0,1447.15,4601482,6695438968.25,1694.5,990.2,203716,INE095A01012,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:00:27.224Z,2024-02-13T12:00:27.224Z,0,,1455.06,13-Feb-2024,
3,65ccab7eb3b7cee94bb0601d,INDUSINDBK,EQ,N,1494.5,1435.95,1450.05,1481.5,1484.5,1463.9,4208176,6172572423.1,1694.5,990.2,171061,INE095A01012,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:02.120Z,2024-02-14T12:01:02.120Z,0,,1466.8,14-Feb-2024,
4,65cdfcfe0b93c6793ba3e47b,INDUSINDBK,EQ,N,1492.85,1460.3,1491.0,1476.95,1480.3,1481.5,1906763,2810038578.45,1694.5,990.2,132558,INE095A01012,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:02.497Z,2024-02-15T12:01:02.497Z,0,,1473.72,15-Feb-2024,
5,65cf4e7d61aab0774d35aba4,INDUSINDBK,EQ,N,1506.5,1471.0,1485.95,1493.65,1491.75,1476.95,1844045,2754056461.9,1694.5,990.2,99732,INE095A01012,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:01.836Z,2024-02-16T12:01:01.836Z,0,,1493.49,16-Feb-2024,
6,65d39092c64559bd8f40fbe2,INDUSINDBK,EQ,N,1502.8,1477.0,1499.9,1483.6,1485.0,1493.65,1209609,1803052531.35,1694.5,990.2,85337,INE095A01012,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T17:32:02.376Z,2024-02-19T17:32:02.376Z,0,,1490.61,19-Feb-2024,
7,65d4945c64fbe6f723b147e1,INDUSINDBK,EQ,N,1508.0,1475.05,1489.0,1504.2,1507.0,1483.6,2390096,3563651645.8,1694.5,990.2,94775,INE095A01012,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:00:28.969Z,2024-02-20T12:00:28.969Z,0,,1491.01,20-Feb-2024,
8,65d5e5fef1fbe8e7f6d9c9b1,INDUSINDBK,EQ,N,1526.8,1502.5,1520.0,1517.25,1515.0,1504.2,5259113,7961913431.5,1694.5,990.2,166714,INE095A01012,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:02.522Z,2024-02-21T12:01:02.522Z,0,,1513.93,21-Feb-2024,
9,65d7377e42995682861e4148,INDUSINDBK,EQ,N,1520.0,1463.5,1517.25,1489.15,1492.0,1517.25,4969478,7366723439.3,1694.5,990.2,191813,INE095A01012,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:02.464Z,2024-02-22T12:01:02.464Z,0,,1482.39,22-Feb-2024,
10,65da41622fa2c80c6010ff93,INDUSINDBK,EQ,N,1504.9,1475.05,1498.45,1480.3,1478.95,1489.15,2557861,3808894016.05,1694.5,990.2,145905,INE095A01012,2024-02-23,2024-02-22T18:30:00.000Z,2024-02-24T19:20:02.850Z,2024-02-24T19:20:02.850Z,0,,1489.09,23-Feb-2024,
11,65dc7d5b18353a15cfb09913,INDUSINDBK,EQ,N,1486.0,1463.9,1481.0,1466.5,1467.0,1480.3,2077787,3057485639.45,1694.5,990.2,105902,INE095A01012,2024-02-26,2024-02-25T18:30:00.000Z,2024-02-26T12:00:27.145Z,2024-02-26T12:00:27.145Z,0,,1471.51,26-Feb-2024,
12,65ddcedcdc3d5b40c3c1e6df,INDUSINDBK,EQ,N,1497.35,1458.5,1466.5,1493.05,1492.0,1466.5,2843312,4194942902.1,1694.5,990.2,133884,INE095A01012,2024-02-27,2024-02-26T18:30:00.000Z,2024-02-27T12:00:28.912Z,2024-02-27T12:00:28.912Z,0,,1475.37,27-Feb-2024,
13,65df207d3ab4615b76386b2f,INDUSINDBK,EQ,N,1503.45,1442.5,1495.0,1449.2,1446.05,1493.05,2661887,3916467654.6,1694.5,990.2,98324,INE095A01012,2024-02-28,2024-02-27T18:30:00.000Z,2024-02-28T12:01:01.981Z,2024-02-28T12:01:01.981Z,0,,1471.31,28-Feb-2024,
14,65e071fd79a06978a17fb418,INDUSINDBK,EQ,N,1484.0,1440.0,1451.0,1474.9,1479.9,1449.2,4216252,6165051203.9,1694.5,990.2,189555,INE095A01012,2024-02-29,2024-02-28T18:30:00.000Z,2024-02-29T12:01:01.930Z,2024-02-29T12:01:01.930Z,0,,1462.21,29-Feb-2024,
15,65e1c37ec9980b7546122174,INDUSINDBK,EQ,N,1528.75,1477.85,1480.0,1526.65,1524.0,1474.9,3549401,5353763822.55,1694.5,990.2,159490,INE095A01012,2024-03-01,2024-02-29T18:30:00.000Z,2024-03-01T12:01:02.404Z,2024-03-01T12:01:02.404Z,0,,1508.36,01-Mar-2024,
16,6592a97d1f3097105c5a15b8,INDUSINDBK,EQ,N,1611.4,1591.8,1598.95,1598.85,1595.0,1598.95,1341121,2148594776.3,1618.9,990.0,84504,INE095A01012,2024-01-01,2023-12-31T18:30:00.000Z,2024-01-01T12:01:01.944Z,2024-01-01T12:01:01.944Z,0,,1602.09,01-Jan-2024,
17,6593fae4c4132a5d6c53f8f4,INDUSINDBK,EQ,N,1598.25,1570.0,1594.1,1575.6,1571.0,1598.85,1227193,1943535629.45,1618.9,990.0,89821,INE095A01012,2024-01-02,2024-01-01T18:30:00.000Z,2024-01-02T12:00:36.422Z,2024-01-02T12:00:36.422Z,0,,1583.72,02-Jan-2024,
18,65954c7e0920b679ebe59946,INDUSINDBK,EQ,N,1604.95,1558.0,1575.5,1601.15,1598.0,1575.6,2620296,4154050732.0,1618.9,990.0,103676,INE095A01012,2024-01-03,2024-01-02T18:30:00.000Z,2024-01-03T12:01:02.081Z,2024-01-03T12:01:02.081Z,0,,1585.34,03-Jan-2024,
19,65969de08bc6e5de3ccce73a,INDUSINDBK,EQ,N,1655.0,1593.0,1593.0,1648.55,1645.9,1601.15,4271262,6999412152.0,1655.0,990.0,159506,INE095A01012,2024-01-04,2024-01-03T18:30:00.000Z,2024-01-04T12:00:32.198Z,2024-01-04T12:00:32.198Z,0,,1638.72,04-Jan-2024,
20,6597ef5d81dced1976cdd13c,INDUSINDBK,EQ,N,1654.0,1629.0,1654.0,1643.2,1640.0,1648.55,2294140,3764239885.7,1655.0,990.0,116652,INE095A01012,2024-01-05,2024-01-04T18:30:00.000Z,2024-01-05T12:00:29.159Z,2024-01-05T12:00:29.159Z,0,,1640.81,05-Jan-2024,
21,659be3dc0e4dca342c4d34db,INDUSINDBK,EQ,N,1650.05,1622.0,1633.0,1627.1,1622.15,1643.2,1791003,2927104052.9,1655.0,990.0,99824,INE095A01012,2024-01-08,2024-01-07T18:30:00.000Z,2024-01-08T12:00:28.743Z,2024-01-08T12:00:28.743Z,0,,1634.34,08-Jan-2024,
22,659d355ccd960f131d88d831,INDUSINDBK,EQ,N,1643.9,1621.0,1631.95,1625.1,1625.0,1627.1,1619091,2649512053.6,1655.0,990.0,69123,INE095A01012,2024-01-09,2024-01-08T18:30:00.000Z,2024-01-09T12:00:28.870Z,2024-01-09T12:00:28.870Z,0,,1636.42,09-Jan-2024,
23,659e86dd3207e4f9f5290b79,INDUSINDBK,EQ,N,1642.75,1620.0,1620.0,1640.15,1639.7,1625.1,1629958,2668262758.65,1655.0,990.0,78796,INE095A01012,2024-01-10,2024-01-09T18:30:00.000Z,2024-01-10T12:00:29.066Z,2024-01-10T12:00:29.066Z,0,,1637.01,10-Jan-2024,
24,659fd85dea2187a7f76e7ee7,INDUSINDBK,EQ,N,1668.2,1642.55,1643.95,1657.85,1660.9,1640.15,1914421,3175405708.7,1668.2,990.0,118559,INE095A01012,2024-01-11,2024-01-10T18:30:00.000Z,2024-01-11T12:00:29.079Z,2024-01-11T12:00:29.079Z,0,,1658.68,11-Jan-2024,
25,65a129fe40ce9096768bcdb6,INDUSINDBK,EQ,N,1677.85,1647.4,1657.85,1674.0,1671.45,1657.85,2161848,3609504748.85,1677.85,990.0,115895,INE095A01012,2024-01-12,2024-01-11T18:30:00.000Z,2024-01-12T12:01:02.058Z,2024-01-12T12:01:02.058Z,0,,1669.64,12-Jan-2024,
26,65a523116b1be37ce45ad5dc,INDUSINDBK,EQ,N,1694.5,1668.05,1684.8,1688.85,1688.95,1674.0,2930339,4939806154.25,1694.5,990.0,170648,INE095A01012,2024-01-15,2024-01-14T18:30:00.000Z,2024-01-15T12:20:33.862Z,2024-01-15T12:20:33.862Z,0,,1685.75,15-Jan-2024,
