,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA,symChange
0,65c613feb16d2a11203bc9f7,UNOMINDA,EQ,N,656.5,620.05,656.25,640.0,640.0,653.3,1383204,880273320.05,726.0,435.0,54131,INE405E01023,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:01:02.440Z,2024-02-09T12:01:02.440Z,0,,636.4,09-Feb-2024,,
1,65ca087e1de075c7ebe80f27,UNOMINDA,EQ,N,645.65,626.35,645.65,629.9,634.3,640.0,844156,534552633.25,726.0,435.0,24231,INE405E01023,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:01:02.469Z,2024-02-12T12:01:02.469Z,0,,633.24,12-Feb-2024,,
2,65cb59fe3328eca8adc583b2,UNOMINDA,EQ,N,637.65,623.45,629.9,632.25,629.9,629.9,677569,428453684.35,726.0,435.0,50622,INE405E01023,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:01:02.214Z,2024-02-13T12:01:02.214Z,0,,632.34,13-Feb-2024,,
3,65ccab7e114f0fc8e2191e09,UNOMINDA,EQ,N,628.0,619.35,625.0,623.3,624.9,632.25,783801,488998819.7,726.0,435.0,44229,INE405E01023,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:02.064Z,2024-02-14T12:01:02.064Z,0,,623.88,14-Feb-2024,,
4,65cdfcfea24787a92a80dd41,UNOMINDA,EQ,N,628.8,606.0,628.5,607.95,610.5,623.3,2838867,1734557548.4,726.0,435.0,35921,INE405E01023,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:02.366Z,2024-02-15T12:01:02.366Z,0,,611.0,15-Feb-2024,"[{'symbol': 'UNOMINDA', 'series': 'EQ', 'ind': '-', 'faceVal': '2', 'subject': 'Interim Dividend - Rs  0.65 Per Share', 'exDate': '15-Feb-2024', 'recDate': '15-Feb-2024', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'UNO Minda Limited', 'isin': 'INE405E01023', 'ndEndDate': '-', 'caBroadcastDate': None}]",
5,65cf4e7d2c2e3f1498b005ad,UNOMINDA,EQ,N,661.3,613.5,613.6,654.95,652.0,607.95,2025794,1300936894.8,726.0,435.0,68657,INE405E01023,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:01.626Z,2024-02-16T12:01:01.626Z,0,,642.19,16-Feb-2024,,
6,65d3a6df2affe4de647d7811,UNOMINDA,EQ,N,659.8,642.5,659.8,646.25,648.0,654.95,683211,445691725.9,726.0,435.0,35381,INE405E01023,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T19:07:11.963Z,2024-02-19T19:07:11.963Z,0,,652.35,19-Feb-2024,,
7,65d4947ed2da93536de52e34,UNOMINDA,EQ,N,647.7,636.95,646.0,639.75,639.9,646.25,222902,142848944.85,726.0,435.0,18067,INE405E01023,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:01:02.210Z,2024-02-20T12:01:02.210Z,0,,640.86,20-Feb-2024,,
8,65d5e5feab8622318b86dab9,UNOMINDA,EQ,N,646.75,629.7,641.8,634.6,636.0,639.75,345054,221061292.2,726.0,435.0,33352,INE405E01023,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:02.199Z,2024-02-21T12:01:02.199Z,0,,640.66,21-Feb-2024,,
9,65d7377e26ea36bd13097569,UNOMINDA,EQ,N,643.85,628.5,639.5,632.8,636.0,634.6,192707,122034413.35,726.0,435.0,16273,INE405E01023,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:02.245Z,2024-02-22T12:01:02.245Z,0,,633.26,22-Feb-2024,,
