,_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,SLBMH_TOT_VAL,VWAP,mTIMESTAMP,CA
0,65c613dd2ce7cc3ec0772fd1,PIIND,EQ,N,3510.0,3426.0,3469.45,3484.35,3487.05,3455.75,737224,2556499581.15,4011.15,2868.9,54702,INE603J01030,2024-02-09,2024-02-08T18:30:00.000Z,2024-02-09T12:00:29.718Z,2024-02-09T12:00:29.718Z,0,,3467.74,09-Feb-2024,
1,65ca085d3d2c61c7ee71c103,PIIND,EQ,N,3499.0,3369.4,3499.0,3403.45,3391.0,3484.35,769165,2628567660.35,4011.15,2868.9,64812,INE603J01030,2024-02-12,2024-02-11T18:30:00.000Z,2024-02-12T12:00:29.641Z,2024-02-12T12:00:29.641Z,0,,3417.43,12-Feb-2024,
2,65cb59dbc77ecab986d056ff,PIIND,EQ,N,3470.95,3364.05,3439.95,3423.35,3415.0,3403.45,861084,2945733041.8,4011.15,2868.9,56989,INE603J01030,2024-02-13,2024-02-12T18:30:00.000Z,2024-02-13T12:00:27.816Z,2024-02-13T12:00:27.816Z,0,,3420.96,13-Feb-2024,
3,65ccab7eb3b7cee94bb062db,PIIND,EQ,N,3456.95,3378.65,3418.05,3418.15,3418.55,3423.35,504758,1725336481.05,4011.15,2868.9,32648,INE603J01030,2024-02-14,2024-02-13T18:30:00.000Z,2024-02-14T12:01:02.737Z,2024-02-14T12:01:02.737Z,0,,3418.15,14-Feb-2024,
4,65cdfcff0b93c6793ba3e73c,PIIND,EQ,N,3610.0,3440.55,3440.55,3567.6,3580.5,3418.15,1141777,4050518285.0,4011.15,2868.9,107158,INE603J01030,2024-02-15,2024-02-14T18:30:00.000Z,2024-02-15T12:01:03.094Z,2024-02-15T12:01:03.094Z,0,,3547.56,15-Feb-2024,
5,65cf4e7e61aab0774d35ae66,PIIND,EQ,N,3662.55,3575.0,3575.0,3645.3,3650.0,3567.6,904620,3289925865.95,4011.15,2868.9,64990,INE603J01030,2024-02-16,2024-02-15T18:30:00.000Z,2024-02-16T12:01:02.547Z,2024-02-16T12:01:02.547Z,0,,3636.8,16-Feb-2024,
6,65d39093c64559bd8f40fe7a,PIIND,EQ,N,3680.0,3620.0,3668.85,3667.95,3673.6,3645.3,298793,1093850348.95,4011.15,2868.9,37612,INE603J01030,2024-02-19,2024-02-18T18:30:00.000Z,2024-02-19T17:32:03.010Z,2024-02-19T17:32:03.010Z,0,,3660.9,19-Feb-2024,
7,65d4945d64fbe6f723b14a94,PIIND,EQ,N,3695.0,3650.25,3655.0,3683.4,3688.0,3667.95,304952,1119643493.6,4011.15,2868.9,30345,INE603J01030,2024-02-20,2024-02-19T18:30:00.000Z,2024-02-20T12:00:29.522Z,2024-02-20T12:00:29.522Z,0,,3671.54,20-Feb-2024,
8,65d5e5fff1fbe8e7f6d9cca6,PIIND,EQ,N,3704.95,3656.55,3698.0,3683.0,3688.0,3683.4,305505,1125175464.3,4011.15,2868.9,24159,INE603J01030,2024-02-21,2024-02-20T18:30:00.000Z,2024-02-21T12:01:03.125Z,2024-02-21T12:01:03.125Z,0,,3683.0,21-Feb-2024,"[{'symbol': 'PIIND', 'series': 'EQ', 'ind': '-', 'faceVal': '1', 'subject': 'Interim Dividend - Rs 6 Per Share', 'exDate': '21-Feb-2024', 'recDate': '21-Feb-2024', 'bcStartDate': '-', 'bcEndDate': '-', 'ndStartDate': '-', 'comp': 'PI Industries Limited', 'isin': 'INE603J01014', 'ndEndDate': '-', 'caBroadcastDate': None}]"
9,65d7377f42995682861e440a,PIIND,EQ,N,3697.95,3632.55,3681.0,3680.85,3675.2,3683.0,141410,519595548.1,4011.15,2868.9,21455,INE603J01030,2024-02-22,2024-02-21T18:30:00.000Z,2024-02-22T12:01:03.018Z,2024-02-22T12:01:03.018Z,0,,3674.39,22-Feb-2024,
